eyeMoveUp,eyeMoveDown,eyeMoveLeft,eyeMoveRight,blinkSpeed,blinkStrength,isWalking,roll,pitch,yaw,accX,accY,accZ,fitError,powerLeft
0,0,0,0,0,0,0,4.61,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.61,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.140015,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.33,-323.140015,1,-1,-15,0,2
0,1,0,0,0,0,0,4.59,-13.33,-323.140015,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.33,-323.140015,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.140015,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.140015,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.140015,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,1,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.61,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.61,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.61,-13.32,-323.130005,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,1,0,0,0,0,0,4.59,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.33,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.33,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
1,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.6,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,1,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.33,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.58,-13.33,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.119995,1,-1,-15,0,2
0,2,0,0,0,0,0,4.59,-13.32,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.119995,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,1,0,0,0,0,0,4.58,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.32,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,1,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,1,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.109985,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.31,-323.100006,1,-1,-15,0,2
0,1,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
0,0,0,0,0,0,0,4.59,-13.3,-323.100006,1,-1,-15,0,2
